pesocargabruta,,
0,pesocargabruta,1
1,2000,14
2,6213,1
3,109,11
4,12329,1
5,13449,1
6,17187,1
7,17307,1
8,6468,1
9,17229,1
10,7939,1
11,13255,1
12,4338,1
13,335,11
14,4046,1
15,631,2
16,2,7278
17,17199,1
18,17489,1
19,5764,1
20,11234,1
21,6701,1
22,15739,1
23,25367,1
24,34511,1
25,16843,1
26,25104,1
27,26840,1
28,25945,1
29,0,865
30,16891,1
31,5448,1
32,5550,1
33,31629,1
34,7116,1
35,17061,1
36,10625,1
37,30619,1
38,25401,1
39,14038,1
40,13348,1
41,11860,1
42,2378,1
43,953,6
44,9847,1
45,17350,1
46,17513,1
47,17636,1
48,14137,1
49,19712,1
50,9026,1
51,25068,1
52,7017,1
53,800,11
54,4881,1
55,7274,1
56,7878,2
57,27876,1
58,25155,1
59,20625,1
60,53540,1
61,52086,1
62,1426,4
63,839,12
64,1740,42
65,1327,23
66,716,5
67,1732,5
68,1343,3
69,945,6
70,874,2
71,1516,5
72,1599,2
73,1431,4
74,807,5
75,685,3
76,769,2
77,869,21
78,928,6
79,1435,2
80,861,2
81,933,42
82,1501,13
83,994,6
84,1025,3
85,1070,48
86,926,10
87,1536,6
88,745,6
89,1556,4
90,1694,5
91,868,4
92,770,8
93,812,3
94,792,9
95,969,3
96,851,7
97,758,4
98,710,3
99,1519,6
100,937,14
101,1673,4
102,919,1
103,784,5
104,1469,2
105,867,4
106,1601,4
107,824,4
108,803,5
109,1627,4
110,707,4
111,790,7
112,834,4
113,1915,1
114,1073,19
115,983,57
116,1602,2
117,950,6
118,1903,3
119,849,5
120,774,5
121,1111,1
122,1615,2
123,658,2
124,1699,3
125,760,1
126,909,2
127,767,2
128,1692,7
129,1326,8
130,1263,18
131,1961,7
132,1735,1
133,885,3
134,739,2
135,887,7
136,775,3
137,1614,2
138,1583,13
139,1625,3
140,1084,7
141,1715,2
142,712,4
143,1515,6
144,964,6
145,1419,9
146,723,5
147,1575,3
148,958,1
149,1061,2
150,734,3
151,785,7
152,1580,8
153,1552,7
154,659,3
155,1451,3
156,688,3
157,1640,4
158,975,2
159,1047,5
160,1054,3
161,1819,3
162,1783,4
163,847,5
164,1478,2
165,1220,4
166,821,3
167,752,5
168,1499,6
169,891,6
170,818,6
171,873,2
172,1377,2
173,709,3
174,838,9
175,1677,6
176,1621,2
177,787,8
178,1790,1
179,603,10
180,1672,3
181,622,3
182,789,4
183,708,7
184,704,3
185,1551,5
186,1504,2
187,1705,2
188,726,5
189,1559,5
190,1600,4
191,772,3
192,879,8
193,817,6
194,825,5
195,985,8
196,777,4
197,782,10
198,925,13
199,732,7
200,661,2
201,1572,5
202,841,6
203,1576,5
204,1586,8
205,1295,5
206,754,4
207,832,5
208,1540,7
209,1765,8
210,1123,1
211,858,4
212,1527,12
213,1718,2
214,1482,5
215,574,1
